love	sex	6.77	0.42882972823608023
tiger	cat	7.35	0.31289071568362703
tiger	tiger	10.0	1.0
book	paper	7.46	0.4542160535095152
computer	keyboard	7.62	0.44146111517620734
computer	internet	7.58	0.5857782423806789
plane	car	5.77	0.38152158482226795
train	car	6.31	0.4673362944410163
telephone	communication	7.5	0.4718910800480187
television	radio	6.77	0.6789699730392542
media	radio	7.42	0.4727628370917413
drug	abuse	6.85	0.4468926329425438
bread	butter	6.19	0.6225634734967156
cucumber	potato	5.92	0.45194688973716945
doctor	nurse	7.0	0.5859818156732873
professor	doctor	6.62	0.41953669336701926
student	professor	6.81	0.4579166307873318
smart	student	4.62	0.23027517348081095
smart	stupid	5.81	0.42761315947688194
company	stock	7.08	0.4694983341761714
stock	market	8.08	0.6743506698417069
stock	phone	1.62	0.23901244707461144
stock	CD	1.31	0.10436850661649166
stock	jaguar	0.92	0.06333697018877271
stock	egg	1.81	0.14255410172684913
fertility	egg	6.69	0.22647428914490875
stock	live	3.73	0.13229955306073993
stock	life	0.92	0.22708592800911764
book	library	7.46	0.41653131647051933
bank	money	8.12	0.4363054030535447
wood	forest	7.73	0.3983875058713524
money	cash	9.15	0.7336214784218725
professor	cucumber	0.31	-0.05417888530506976
king	cabbage	0.23	-0.014721641323089285
king	queen	8.58	0.6336468701479965
king	rook	5.92	0.1914372392124576
bishop	rabbi	6.69	0.33189470102454366
Jerusalem	Israel	8.46	0.6534752858249022
Jerusalem	Palestinian	7.65	0.6113084801913679
holy	sex	1.62	0.14991724681416818
fuck	sex	9.44	0.07073559075705771
Maradona	football	8.62	0.33024272271226707
football	soccer	9.03	0.7682591719350695
football	basketball	6.81	0.7341024019323145
football	tennis	6.63	0.46297940314200126
tennis	racket	7.56	0.34321182606387324
Arafat	peace	6.73	0.43435078522419046
Arafat	terror	7.65	0.34012869953157
Arafat	Jackson	2.5	0.17264393911503317
law	lawyer	8.38	0.44927877488694756
movie	star	7.38	0.5045109499589535
movie	popcorn	6.19	0.3069287828131637
movie	critic	6.73	0.2737987006982662
movie	theater	7.92	0.47846681798863655
physics	proton	8.12	0.10824463379166394
physics	chemistry	7.35	0.7379895293550978
space	chemistry	4.88	0.17410253348700389
alcohol	chemistry	5.54	0.15218893943534728
vodka	gin	8.46	0.5973149170297027
vodka	brandy	8.13	0.5515040049412328
drink	car	3.04	0.2275724732636506
drink	ear	1.31	0.10249478603653384
drink	mouth	5.96	0.24786974414500074
drink	eat	6.87	0.6121312940858162
baby	mother	7.85	0.5449445962780686
drink	mother	2.65	0.20563259772046316
