love	sex	6.77	0.6189693500430031
tiger	cat	7.35	0.615073241840516
tiger	tiger	10.0	1.0
book	paper	7.46	0.665130109334973
computer	keyboard	7.62	0.5768126362214341
computer	internet	7.58	0.8060455558122076
plane	car	5.77	0.6656114206912427
train	car	6.31	0.7658227528614754
telephone	communication	7.5	0.6637919773930442
television	radio	6.77	0.8709275278715247
media	radio	7.42	0.7614966025988954
drug	abuse	6.85	0.6747952795393507
bread	butter	6.19	0.8402199989344502
cucumber	potato	5.92	0.7118516503650522
doctor	nurse	7.0	0.7977497347874546
professor	doctor	6.62	0.5824731746059033
student	professor	6.81	0.6720443285475661
smart	student	4.62	0.40652697584786435
smart	stupid	5.81	0.6181943426538674
company	stock	7.08	0.7347561784804129
stock	market	8.08	0.8850148480890682
stock	phone	1.62	0.5236597198261206
stock	CD	1.31	0.32253853969312907
stock	jaguar	0.92	0.20798084541138206
stock	egg	1.81	0.22105772094366394
fertility	egg	6.69	0.37020740787273376
stock	live	3.73	0.27116242059654305
stock	life	0.92	0.3882322872601973
book	library	7.46	0.6062789160146079
bank	money	8.12	0.6360428339175986
wood	forest	7.73	0.5854366178142412
money	cash	9.15	0.8989869711257937
professor	cucumber	0.31	-0.1303578026197889
king	cabbage	0.23	0.11323214733125986
king	queen	8.58	0.7839043010964116
king	rook	5.92	0.25443321191820134
bishop	rabbi	6.69	0.5044326797121506
Jerusalem	Israel	8.46	0.8047566286384578
Jerusalem	Palestinian	7.65	0.7526534897096159
holy	sex	1.62	0.3379238351346987
fuck	sex	9.44	0.16514692457540914
Maradona	football	8.62	0.5020300589859773
football	soccer	9.03	0.8964510705423745
football	basketball	6.81	0.8786788106585917
football	tennis	6.63	0.5968911925563083
tennis	racket	7.56	0.4097464024861599
Arafat	peace	6.73	0.6951759532608948
Arafat	terror	7.65	0.5321878060622931
Arafat	Jackson	2.5	0.3030849678637193
law	lawyer	8.38	0.6693562692591846
movie	star	7.38	0.6916912510251144
movie	popcorn	6.19	0.37797485928480223
movie	critic	6.73	0.4586185505932854
movie	theater	7.92	0.6925332573647217
physics	proton	8.12	0.22489819674634315
physics	chemistry	7.35	0.8995856999334902
space	chemistry	4.88	0.3329512596028914
alcohol	chemistry	5.54	0.361793722430119
vodka	gin	8.46	0.6609975207208769
vodka	brandy	8.13	0.7155877780005409
drink	car	3.04	0.43684305276304825
drink	ear	1.31	0.3521019235572129
drink	mouth	5.96	0.4400158926336264
drink	eat	6.87	0.7511290388311624
baby	mother	7.85	0.7502298772361724
drink	mother	2.65	0.4102547406272907
car	automobile	8.94	0.6956217460301117
gem	jewel	8.96	0.738560902009676
journey	voyage	9.29	0.8270825728082225
boy	lad	8.83	0.4279837591864799
coast	shore	9.1	0.7927381955279839
asylum	madhouse	8.87	-0.2736950309287809
magician	wizard	9.02	0.7236876342931902
midday	noon	9.29	0.8300787724515661
furnace	stove	8.79	0.6653074552749286
food	fruit	7.52	0.6762282741315786
bird	cock	7.1	0.23249109366811926
bird	crane	7.38	0.44927158105578324
tool	implement	6.46	0.5147120984596772
brother	monk	6.27	0.5240727410286521
crane	implement	2.69	-0.08689874632600736
lad	brother	4.46	0.24783660146433584
journey	car	5.85	0.3909895514443342
monk	oracle	5.0	0.050579013291279895
cemetery	woodland	2.08	0.5166714349355958
food	rooster	4.42	-0.02467998639418978
coast	hill	4.38	0.45876881882419185
forest	graveyard	1.85	0.3397008916442581
shore	woodland	3.08	0.40901974627379545
monk	slave	0.92	0.43271326416544365
coast	forest	3.15	0.6268686508859368
lad	wizard	0.92	0.3729129076848966
chord	smile	0.54	0.24166720683409992
glass	magician	2.08	0.15358952131533354
noon	string	0.54	0.2197702374834296
rooster	voyage	0.62	0.010636542049305087
money	dollar	8.42	0.5996527813053378
money	currency	9.04	0.533852409490593
money	wealth	8.27	0.6824153671160627
money	property	7.57	0.6625161016719793
money	possession	7.29	0.46422453550465215
money	bank	8.5	0.6360428339175986
money	deposit	7.73	0.5577474940864785
money	withdrawal	6.88	0.3150060174641134
money	laundering	5.65	0.5379616862215467
money	operation	3.31	0.5110117944343125
tiger	jaguar	8.0	0.40385548767064805
tiger	feline	8.0	0.30334555273356767
tiger	carnivore	7.08	0.18057826872156912
tiger	mammal	6.85	0.34078023163398363
tiger	animal	7.0	0.4539138742126021
tiger	organism	4.77	0.07573844965458654
tiger	fauna	5.62	0.26936647511007417
tiger	zoo	5.87	0.36712721027178175
psychology	psychiatry	8.08	0.804331762256408
psychology	anxiety	7.0	0.4814151207620557
psychology	fear	6.85	0.2803505846897755
psychology	depression	7.42	0.48230082921095674
psychology	clinic	6.58	0.40559705056661843
psychology	doctor	6.42	0.48438217838267184
psychology	Freud	8.21	0.5289963857070733
psychology	mind	7.69	0.5053073865454872
psychology	health	7.23	0.49642331449096133
psychology	science	6.71	0.8286370983769056
psychology	discipline	5.58	0.5264090031445178
psychology	cognition	7.48	0.6594253714489021
planet	star	8.45	0.47641407083844634
planet	constellation	8.06	0.5372518373751007
planet	moon	8.08	0.6524262089932389
planet	sun	8.02	0.5203005115405052
planet	galaxy	8.11	0.5643654014204604
planet	space	7.92	0.7160947599252823
planet	astronomer	7.94	0.3653098752705084
precedent	example	5.85	0.5176733483098173
precedent	information	3.85	0.33901220216930206
precedent	cognition	2.81	0.19397604892105003
precedent	law	6.65	0.6359629587256771
precedent	collection	2.5	0.2133890277118029
precedent	group	1.77	0.1925301847625711
precedent	antecedent	6.04	0.3452852525985425
cup	coffee	6.58	0.35532145936033777
cup	tableware	6.85	0.09758225279356392
cup	article	2.4	0.17177310888289343
cup	artifact	2.92	-0.046192099438373546
cup	object	3.69	0.05836221641422634
cup	entity	2.15	0.05744854403519162
cup	drink	7.25	0.39034852658010366
cup	food	5.0	0.31814149706906636
cup	substance	1.92	0.2596324770806462
cup	liquid	5.9	0.30523204112467717
jaguar	cat	7.42	0.37283708793818504
jaguar	car	7.27	0.47451340632665395
energy	secretary	1.81	0.39219260568587644
secretary	senate	5.06	0.5962139595910948
energy	laboratory	5.09	0.43883262688234814
computer	laboratory	6.78	0.5576008151809669
weapon	secret	6.06	0.5447241544295941
FBI	fingerprint	6.94	0.4635480238555576
FBI	investigation	8.31	0.8182211439615291
investigation	effort	4.59	0.5756133090949909
Mars	water	2.94	0.3917575479275769
Mars	scientist	5.63	0.39580291627998454
news	report	8.16	0.7958297734724187
canyon	landscape	7.53	0.38917313031914325
image	surface	4.56	0.4793906769388472
discovery	space	6.34	0.6680812530031182
water	seepage	6.56	0.5099840528752699
sign	recess	2.38	0.26772726018652215
Wednesday	news	2.22	0.7454484215933195
mile	kilometer	8.66	0.8745525551411972
computer	news	4.47	0.5312225653455441
territory	surface	5.34	0.3924042752157195
atmosphere	landscape	3.69	0.5223236050248317
president	medal	3.0	0.3133307110525321
war	troops	8.13	0.7597805999152051
record	number	6.31	0.6448830623462108
skin	eye	6.22	0.7413427761441901
Japanese	American	6.5	0.6609559077751429
theater	history	3.91	0.37601098159738333
volunteer	motto	2.56	0.3781437689099645
prejudice	recognition	3.0	0.39229328424226406
decoration	valor	5.63	0.514617734719014
century	year	7.59	0.5022135388994471
century	nation	3.16	0.5405671041517961
delay	racism	1.19	0.17503292392660552
delay	news	3.31	0.4506426448046936
minister	party	6.63	0.6249810309995114
peace	plan	4.75	0.6760286505711344
minority	peace	3.69	0.4516324655037247
attempt	peace	4.25	0.6071023091380887
government	crisis	6.56	0.7128898556480233
deployment	departure	4.25	0.5704774497809101
deployment	withdrawal	5.88	0.8003013604943386
energy	crisis	5.94	0.5608818098530612
announcement	news	7.56	0.6865998359745287
announcement	effort	2.75	0.5149448731883955
stroke	hospital	7.03	0.44059647098419963
disability	death	5.47	0.333788186309277
victim	emergency	6.47	0.38958260535182965
treatment	recovery	7.91	0.48857277523558795
journal	association	4.97	0.5716129009136589
doctor	personnel	5.0	0.3417215898023951
doctor	liability	5.19	0.17816123272591633
liability	insurance	7.03	0.7692719019666142
school	center	3.44	0.6792837210971782
reason	hypertension	2.31	0.18540143792696173
reason	criterion	5.91	0.21848724728895041
hundred	percent	7.38	0.37589206037897493
Harvard	Yale	8.13	0.9597434177513602
hospital	infrastructure	4.63	0.3260613098030911
death	row	5.25	0.5469365202507841
death	inmate	5.03	0.5921713183779659
lawyer	evidence	6.69	0.4815260047135561
life	death	7.88	0.7264110537105961
life	term	4.5	0.6573973574266014
word	similarity	4.75	0.49793796255011147
board	recommendation	4.47	0.7303833537697981
governor	interview	3.25	0.45812912847492493
OPEC	country	5.63	0.4084191977900822
peace	atmosphere	3.69	0.4561978252482739
peace	insurance	2.94	0.1605642196036544
territory	kilometer	5.28	0.4499241425706846
travel	activity	5.0	0.47029506552789857
competition	price	6.44	0.5007319314956985
consumer	confidence	4.13	0.6529131324120887
consumer	energy	4.75	0.6352967413972869
problem	airport	2.38	0.306045916796732
car	flight	4.94	0.5361337883449633
credit	card	8.06	0.6302530601631657
credit	information	5.31	0.5757282006483178
hotel	reservation	8.03	0.31212123928983604
grocery	money	5.94	0.38881240139372464
registration	arrangement	6.0	0.4066237773465631
arrangement	accommodation	5.41	0.5413208025038854
month	hotel	1.81	0.4694924365696407
type	kind	8.97	0.6426395362878194
arrival	hotel	6.0	0.49281293430236883
bed	closet	6.72	0.6951686110315931
closet	clothes	8.0	0.6117402221505989
situation	conclusion	4.81	0.6922676156231776
situation	isolation	3.88	0.6123505276092809
impartiality	interest	5.16	0.17550510219512105
direction	combination	2.25	0.5301723603916592
street	place	6.44	0.5834720781559014
street	avenue	8.88	0.7968158839280524
street	block	6.88	0.6042573058961255
street	children	4.94	0.35632032684380177
listing	proximity	2.56	0.30194507043965135
listing	category	6.38	0.4861597512886823
cell	phone	7.81	0.6038961152058904
production	hike	1.75	0.38826485671412425
benchmark	index	4.25	0.868466528974841
media	trading	3.88	0.5055172042503312
media	gain	2.88	0.5090456484451622
dividend	payment	7.63	0.6891621492044198
dividend	calculation	6.48	0.45247371834604766
calculation	computation	8.44	0.7398957585253294
currency	market	7.5	0.7262563418281326
OPEC	oil	8.59	0.629364355522826
oil	stock	6.34	0.6306965136022475
announcement	production	3.38	0.43203584488136815
announcement	warning	6.0	0.6743962752744046
profit	warning	3.88	0.3929931560114668
profit	loss	7.63	0.6723989212929274
dollar	yen	7.78	0.7447424489953055
dollar	buck	9.22	0.20557434565922295
dollar	profit	7.38	0.7047319074270258
dollar	loss	6.09	0.5116766316014222
computer	software	8.5	0.8814993634710456
network	hardware	8.31	0.5374644087590487
phone	equipment	7.13	0.5856219945419393
equipment	maker	5.91	0.5809693080533392
luxury	car	6.47	0.6528300240476874
five	month	3.38	0.7635736747427655
report	gain	3.63	0.4468398161275491
investor	earning	7.13	0.34127621039243383
liquid	water	7.89	0.7200360916107073
baseball	season	5.97	0.7002684596432908
game	victory	7.03	0.6572537987054543
game	team	7.69	0.7804397589105939
marathon	sprint	7.47	0.6737567541730105
game	series	6.19	0.7264064545135794
game	defeat	6.97	0.5805513936122061
seven	series	3.56	0.6888040095703241
seafood	sea	7.47	0.3714280714432673
seafood	food	8.34	0.7335304231017402
seafood	lobster	8.7	0.7446100067277949
lobster	food	7.81	0.4102799558366734
lobster	wine	5.7	0.4738479091253359
food	preparation	6.22	0.5744454059590931
video	archive	6.34	0.5319259525149976
start	year	4.06	0.78341842709923
start	match	4.47	0.6903815319192135
game	round	5.97	0.7058391724023507
boxing	round	7.61	0.44275427615969853
championship	tournament	8.36	0.8834082109098912
fighting	defeating	7.41	0.38270331630863985
line	insurance	2.69	0.39349043029325637
day	summer	3.94	0.7914854307230353
summer	drought	7.16	0.5248675615115963
summer	nature	5.63	0.3955577923744925
day	dawn	7.53	0.6748410984851173
nature	environment	8.31	0.7211418334531055
environment	ecology	8.81	0.7096134494659715
nature	man	6.25	0.5338433199555208
man	woman	8.3	0.8860337718495821
man	governor	5.25	0.4051796618885567
murder	manslaughter	8.53	0.7269791744716312
soap	opera	7.94	0.5358721437345231
opera	performance	6.88	0.5566371546367647
life	lesson	5.94	0.6885821218012476
focus	life	4.06	0.679615167368834
production	crew	6.25	0.3114087152661704
television	film	7.72	0.7306309549364064
lover	quarrel	6.19	0.44345673477828096
viewer	serial	2.97	0.3356147240399554
possibility	girl	1.94	0.2988172192596218
population	development	3.75	0.48860478315400546
morality	importance	3.31	0.5176231324307184
morality	marriage	3.69	0.48939339798708215
Mexico	Brazil	7.44	0.807680060210789
gender	equality	6.41	0.6996243078198542
change	attitude	5.44	0.6497345636130643
family	planning	6.25	0.4357246810682407
opera	industry	2.63	0.3271008701954399
sugar	approach	0.88	0.13660301703096467
practice	institution	3.19	0.4975860834986213
ministry	culture	4.69	0.46421661394057434
problem	challenge	6.75	0.6222711131746888
size	prominence	5.31	0.2348574687539393
country	citizen	7.31	0.54171645926627
planet	people	5.75	0.3406201265406723
development	issue	3.97	0.5379986653560402
experience	music	3.47	0.5585599752992362
music	project	3.63	0.5280009852343869
glass	metal	5.56	0.770871613979834
aluminum	metal	7.83	0.7328648284701464
chance	credibility	3.88	0.5396703095995519
exhibit	memorabilia	5.31	0.46764976109511647
concert	virtuoso	6.81	0.44678477839976416
rock	jazz	7.59	0.7286166885245554
museum	theater	7.19	0.6515203004753634
observation	architecture	4.38	0.3953504437805354
space	world	6.53	0.567952816406935
preservation	world	6.19	0.34970689336272254
admission	ticket	7.69	0.4821486095923171
shower	thunderstorm	6.31	0.45250803923863137
shower	flood	6.03	0.2704546184456531
weather	forecast	8.34	0.5760974472214889
disaster	area	6.25	0.45028739290909425
governor	office	6.34	0.6593204535241584
