love	sex	6.77	0.5033226526281305
tiger	cat	7.35	0.5011626674044893
tiger	tiger	10.0	1.0
book	paper	7.46	0.5446142161727638
computer	keyboard	7.62	0.5615193074097298
computer	internet	7.58	0.6111316710689667
plane	car	5.77	0.46194309029315517
train	car	6.31	0.5045436727634474
telephone	communication	7.5	0.5670099766848159
television	radio	6.77	0.674091112115478
media	radio	7.42	0.49952224372532517
drug	abuse	6.85	0.6136331206210667
bread	butter	6.19	0.6679588616165225
cucumber	potato	5.92	0.526850169119126
doctor	nurse	7.0	0.6222374624002736
professor	doctor	6.62	0.47164318769666513
student	professor	6.81	0.5785900644752651
smart	student	4.62	0.38429683923693614
smart	stupid	5.81	0.5262126182361607
company	stock	7.08	0.5141026617083209
stock	market	8.08	0.5910293752022954
stock	phone	1.62	0.30610155090204727
stock	CD	1.31	0.3399933174346883
stock	jaguar	0.92	0.27674697562765127
stock	egg	1.81	0.33909231773409476
fertility	egg	6.69	0.35120833638430016
stock	live	3.73	0.3171464414934979
stock	life	0.92	0.4113359348504574
book	library	7.46	0.5409009026844658
bank	money	8.12	0.6027518452180258
wood	forest	7.73	0.4946300217582438
money	cash	9.15	0.8153170831714648
professor	cucumber	0.31	0.08885884531576516
king	cabbage	0.23	0.1826544276557156
king	queen	8.58	0.7596175811305902
king	rook	5.92	0.30168859503719203
bishop	rabbi	6.69	0.33598322441178596
Jerusalem	Israel	8.46	0.727022712440919
Jerusalem	Palestinian	7.65	0.5759468186407075
holy	sex	1.62	0.26603925912979065
fuck	sex	9.44	0.6705607299373041
Maradona	football	8.62	0.3501728764438783
football	soccer	9.03	0.8142743341763221
football	basketball	6.81	0.7999369731357514
football	tennis	6.63	0.5842340011974376
tennis	racket	7.56	0.4879356680533109
Arafat	peace	6.73	0.3494589992657786
Arafat	terror	7.65	0.3147349068921125
Arafat	Jackson	2.5	0.20328661411304993
law	lawyer	8.38	0.6550019199582431
movie	star	7.38	0.5640021960471218
movie	popcorn	6.19	0.38149738999043115
movie	critic	6.73	0.3623849361517911
movie	theater	7.92	0.5232569250319603
physics	proton	8.12	0.3095769709639131
physics	chemistry	7.35	0.7292843190093637
space	chemistry	4.88	0.2769199852634239
alcohol	chemistry	5.54	0.33850035556135294
vodka	gin	8.46	0.668546444384827
vodka	brandy	8.13	0.573012155599698
drink	car	3.04	0.32865034725010456
drink	ear	1.31	0.2703336076667099
drink	mouth	5.96	0.5013969400727216
drink	eat	6.87	0.6641059988249493
baby	mother	7.85	0.5997267090429238
drink	mother	2.65	0.37463407235354784
car	automobile	8.94	0.7330751665966233
gem	jewel	8.96	0.5780068694276627
journey	voyage	9.29	0.6431997185701838
boy	lad	8.83	0.5314226428797975
coast	shore	9.1	0.6778016102385152
asylum	madhouse	8.87	0.19965699255210034
magician	wizard	9.02	0.5135343090697708
midday	noon	9.29	0.6657477597376568
furnace	stove	8.79	0.5855816426590437
food	fruit	7.52	0.5478550549423256
bird	cock	7.1	0.2551548944576224
bird	crane	7.38	0.4954083049293425
tool	implement	6.46	0.47900766652849236
brother	monk	6.27	0.36668587232436023
crane	implement	2.69	0.17974022888354413
lad	brother	4.46	0.3927277741596745
journey	car	5.85	0.3738581856727784
monk	oracle	5.0	0.13856158718512446
cemetery	woodland	2.08	0.37971626095696065
food	rooster	4.42	0.2388411555394958
coast	hill	4.38	0.417725156615123
forest	graveyard	1.85	0.2989628816581832
shore	woodland	3.08	0.3575335424140219
monk	slave	0.92	0.16054001638389082
